"","Wargo.109865","Wargo.115690","Wargo.116774","Wargo.117349","Wargo.118369","Wargo.118370","Wargo.120662","Wargo.121296","Wargo.121409","Wargo.121585","Wargo.121891","Wargo.121892","Wargo.122114","Wargo.122410","Wargo.122412","Wargo.122637","Wargo.122639","Wargo.122724","Wargo.123009","Wargo.123197","Wargo.123305","Wargo.123704","Wargo.123986","Wargo.124418","Wargo.124419","Wargo.124421","Wargo.126747","Wargo.126802","Wargo.127261","Wargo.127262","Wargo.130510","Wargo.130511","Wargo.130801","Wargo.131051","Wargo.131300","Wargo.131302","Wargo.131512","Wargo.131541","Wargo.132265","Wargo.132266","Wargo.132268","Wargo.132538","Wargo.133270"
"OTU_1114",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_220",0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,31,32,0,0,0,268,0,0,0,0,0,2,0,0,0
"OTU_331",0,0,0,3,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,21,30,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0,0
"OTU_436",0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,6,9,0,0,0,0
"OTU_520",0,0,0,0,0,0,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"OTU_1383",0,0,0,1,0,125,62,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_850",0,0,0,0,0,3,2,8,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_400",0,0,0,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"OTU_801",0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0
"OTU_276",0,0,0,23,0,0,14,0,0,7,0,0,0,20,0,0,0,0,0,0,3,0,11,25,0,0,0,2,0,0,0,0,0,0,0,0,28,146,0,13,0,0,24
"OTU_1000",0,0,0,0,0,0,15,0,6,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,6,7,1,0
"OTU_395",0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
"OTU_488",0,0,0,3,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,7,0,0,0,0,0,0,0,2,9,0,2,0,0,0
"OTU_1123",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_66",0,0,0,0,0,6499,1,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
"OTU_523",0,0,0,7,0,4,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_815",0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,1,0,0,0,1,0,4,0,0,0,0,0
"OTU_1130",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_24",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_650",0,0,0,1,0,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1267",0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,1,0,3,2,0,10,1,5,4,0,0,2,0,9,10,0,0,0,0,0
"OTU_924",0,0,0,0,0,38,2,1,1,0,0,0,0,17,0,56,0,0,0,0,0,38,7,5,0,2,9,2,0,1,2,0,1,0,3,0,88,0,0,0,0,0,19
"OTU_391",0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,10,0,1,3,0,12,0,0,0,0,1,0,0,3,0,0,0
"OTU_1330",0,0,0,6,0,0,3,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,5,0,0,0,1,0,0,0,0,4,0,0,6,2,2,0,1,0
"OTU_1340",0,0,0,18,0,0,4,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,6,0,3,35,0,2,2,0,0,0,0,0,0,10,2,0,2,3,0,0
"OTU_1326",0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,2,1,0,0,3,0
"OTU_1448",0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_451",0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1043",0,0,0,13,0,0,14,0,9,0,0,2,0,1,0,0,0,0,1,0,0,0,5,3,0,18,6,13,9,0,1,0,0,0,5,0,7,13,7,4,7,0,0
"OTU_1429",0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,2,0,2,2,0
"OTU_603",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1332",0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_685",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,3,0,0,0,6,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0
"OTU_1419",0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,1,3,0,2,0,0,9
"OTU_1388",0,0,0,2,0,2,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_946",0,0,0,2,0,0,2,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1
"OTU_283",0,0,0,114,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,53,0,41,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,192,10,0,0
"OTU_1266",0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,5,0,11,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,8,0,2,0,4,0,0
"OTU_1421",0,0,0,19,0,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,3,0,89,0,0,0,0,0,0,0,3,0,13,0,9,0,0
"OTU_626",0,0,0,0,0,20,7,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,6,0,15,2,0,0,0,0,8,0,0,0,0,0,0,0,4
"OTU_121",0,0,0,1,0,321,4,345,3,4,0,0,0,9,3,52,0,4,0,35,115,0,1,0,126,16,70,1,76,6,16,38,122,8,89,82,498,0,24,0,0,0,419
"OTU_753",0,0,0,1,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,4,0,4,0,1,0,0
"OTU_435",0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0
"OTU_498",0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,6,0,0,3,0,0,2,0,0,3
"OTU_568",0,0,0,0,0,6,8,0,0,0,10,0,28,0,0,0,0,0,1,0,1,0,0,0,1,192,2,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0
"OTU_457",0,0,0,2,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,3,6,0,2,4,0,2,0,0,4
"OTU_1131",0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0
"OTU_1348",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_468",0,0,0,4,0,2,1,0,4,2,0,0,0,0,0,1,2,0,0,0,1,2,18,0,0,0,0,3,0,1,0,1,7,2,0,4,0,1,0,0,3,3,3
"OTU_975",0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"OTU_1425",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,1,0,6,1,0,0,0,0,0,0,2,4,0,0,0,0,0
"OTU_418",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,2,4,0,0,0,0,24,0,0,2,0,2,0,0,0,0
"OTU_479",0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,0,0,0,0,0,0,0,0,7,0,0,33
"OTU_25",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11451,0,0,0
"OTU_1452",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU_816",0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_752",0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0
"OTU_1132",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1263",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,19,5,0,4,0,0,0,0,0,0,0,15,1,0,0
"OTU_1333",0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1315",0,0,0,0,0,9,1,11,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0
"OTU_1410",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_62",0,0,0,4,0,82,3,46,5,6,0,0,18,30,0,47,0,2,1,0,0,20,2,12,0,0,93,0,2,2,19,0,537,98,40,2220,499,2,9,0,2,0,264
"OTU_1056",0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,13,1,4,1,2,5,2,0,0,4,0,0,2,1,0,4,0,19
"OTU_320",0,0,0,2,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,0,0,15,3,0,5,0,0,0,8,0,44,8,3,0,0,3,0,0
"OTU_1282",0,0,0,0,0,35,1,0,1,2,1,0,3,0,0,1,0,0,1,25,0,0,0,0,0,0,6,0,0,3,0,0,0,0,91,0,46,0,2,0,1,0,5
"OTU_307",0,0,0,2,0,20,1,2,0,0,0,0,62,1,0,0,0,0,0,15,0,1,1,0,3,2,11,0,0,0,0,0,0,50,0,40,3,4,0,1,62,0,0
"OTU_1051",0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"OTU_997",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"OTU_1021",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,1,0,6,0,0,0,0,3,0,0,1,0,2,0,0,5,0,0,0
"OTU_109",0,0,0,0,0,0,2,1088,0,4,0,0,12,0,40,68,239,6,1,0,7,84,8,0,0,1,211,31,9,2,2,0,214,90,2,378,0,64,19,0,17,1,9
"OTU_935",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OTU_1350",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"OTU_667",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0
"OTU_1044",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_517",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,8,0,2,0,0,1,0,0,0,4,1
"OTU_775",0,0,0,4,0,0,6,11,0,0,1,3,0,3,0,4,0,0,0,0,0,0,7,29,2,0,6,6,4,0,0,6,0,0,17,0,9,4,0,26,4,0,0
"OTU_1257",0,0,0,0,0,27,1,1,0,7,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,12,0,0,2,0,4,0,5,1,0,2,0,5,0,0,0,0
"OTU_767",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"OTU_1034",0,0,0,1,0,5,2,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,3,0,0,5,2,5,0,1,0,0
"OTU_356",0,0,0,26,0,15,1,0,2,0,13,0,0,0,4,0,7,0,0,0,5,0,12,1,0,13,10,11,3,1,22,6,0,0,0,2,1,15,26,5,3,1,13
"OTU_1204",0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_821",0,0,0,2,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_1298",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
"OTU_1127",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_469",0,0,0,1,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,1,5,0,0,0,0,7,0,0,9,0,0,0,0,0,0
"OTU_376",0,0,0,0,0,9,2,9,1,0,0,0,0,0,1,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0
"OTU_578",0,0,0,4,0,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1032",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0
"OTU_1442",0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,19,0,0,0,0,0,2
"OTU_1408",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_547",0,0,0,0,0,92,1,0,0,4,1,1,0,0,0,0,0,0,0,2,2,0,2,4,0,0,26,3,4,0,0,0,23,0,0,0,1,4,2,0,0,0,43
"OTU_419",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,3,5,0,0,3,0,2,1,0,0,6,0,0,0,25,0,0,0,0,0,3
"OTU_1001",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1362",0,0,0,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,5
"OTU_1354",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1303",0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0
"OTU_1416",0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,1,10,1,9,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0
"OTU_1129",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_511",0,0,0,0,0,0,2,2,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,35
"OTU_971",0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,2,0,0,0,10,0,2,3,2
"OTU_188",0,0,0,1,0,3,1,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,413
"OTU_456",0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0
"OTU_1112",0,0,0,3,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_242",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0
"OTU_548",0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_932",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"OTU_442",0,0,0,7,0,24,1,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,5,0,8,0,0,0,5,0,0,0,0,0,0,2,0,0
"OTU_535",0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5
"OTU_1081",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_604",0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,3,0,0,1,0,0,0,0,0,2
"OTU_577",0,0,0,0,0,0,0,943,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_193",0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1356",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1005",0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,102,0
"OTU_167",0,0,0,253,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0
"OTU_1118",0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,6,0,0,0,0
"OTU_939",0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_1328",0,0,0,3,0,6,0,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_270",0,0,0,0,0,2,0,190,0,0,0,1,0,0,0,2,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"OTU_425",0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_534",0,0,0,4,0,1,0,6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_663",0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,31,0,7,1,0,3,0,0
"OTU_314",0,0,0,1,0,146,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_351",0,0,0,0,0,45,0,74,0,0,0,0,0,0,0,1,0,0,0,0,2,24,0,1,0,0,6,3,1,5,0,0,0,29,0,0,0,6,0,0,1,0,0
"OTU_526",0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_545",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_938",0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_245",0,0,0,0,0,92,0,24,0,1,0,0,0,0,0,0,0,2,0,92,0,21,0,0,18,0,0,0,10,0,0,1,0,0,0,7,48,0,20,0,0,0,0
"OTU_266",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,222,0,0,0,0,0,0,0,0,0
"OTU_1444",0,0,0,0,0,2,0,3,7,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
"OTU_875",0,0,0,0,0,0,0,5,0,0,0,0,3,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0
"OTU_766",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1428",0,0,0,1,0,37,0,1,0,0,5,0,11,0,0,0,0,0,0,6,0,0,0,25,0,0,27,0,110,0,0,0,0,0,120,0,0,0,0,0,0,0,0
"OTU_420",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,13,0,0,1,0,0,0,0,0,0,22,2,2,0,1,0,0
"OTU_423",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0
"OTU_822",0,0,0,1,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1110",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1111",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_926",0,0,0,0,0,14,0,1,4,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,6,12,0,0,0,0,0,10,0,0,0,0,16,0,3,0,0,6,5
"OTU_1335",0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_933",0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_50",0,0,0,0,0,3,0,3,4,1,0,38,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,10737,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_1156",0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_132",0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,128,4,0,0,0,174,0,0,0,0,0,0,0,0,0,0,2,0,0,921,0,0,0,0,0,0,3
"OTU_737",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9
